CustomerID,credit_risk_score,credit_risk_band,MonthlyIncome,fraud_risk_score,fraud_risk_band,txn_count_1h,hybrid_risk_score,hybrid_risk_status
1684,50,Low Risk,7744.56,65,Low Risk,2.175438596491228,57.5,Moderate
1685,60,Low Risk,5478.75,75,Low Risk,2.2291666666666665,67.5,Moderate
1686,60,Low Risk,6935.695652173913,60,Low Risk,2.7719298245614037,60.0,Moderate
1687,10,Low Risk,7071.619047619048,65,Low Risk,2.230769230769231,37.5,Standard
1688,50,Low Risk,6174.055555555556,75,Low Risk,2.533333333333333,62.5,Moderate
1689,60,Low Risk,5426.952380952381,75,Low Risk,2.35,67.5,Moderate
1690,60,Low Risk,7030.9,65,Low Risk,2.130434782608696,62.5,Moderate
1691,50,Medium Risk,8360.0625,50,Low Risk,2.423076923076923,50.0,Moderate
1692,60,Low Risk,5128.9047619047615,65,Low Risk,2.5833333333333335,62.5,Moderate
1693,50,Low Risk,10231.923076923076,65,Low Risk,2.3636363636363638,57.5,Moderate
1694,50,Low Risk,5908.5,65,Low Risk,2.564516129032258,57.5,Moderate
1695,50,Low Risk,5877.35294117647,75,Low Risk,2.4482758620689653,62.5,Moderate
1696,60,Low Risk,5269.0,75,Low Risk,2.066666666666667,67.5,Moderate
1697,60,Low Risk,6659.0625,65,Low Risk,2.546875,62.5,Moderate
1698,50,Low Risk,4942.238095238095,50,Low Risk,2.111111111111111,50.0,Moderate
1699,60,Low Risk,6055.0526315789475,75,Low Risk,2.5762711864406778,67.5,Moderate
1700,70,Medium Risk,6318.25,90,Low Risk,2.90625,80.0,Hypersensitive
1701,60,Medium Risk,5806.833333333333,50,Low Risk,2.4642857142857144,55.0,Moderate
1702,60,Low Risk,6099.533333333334,50,Low Risk,2.090909090909091,55.0,Moderate
1703,60,Low Risk,5279.666666666667,50,Low Risk,2.4285714285714284,55.0,Moderate
1704,60,Low Risk,5284.047619047619,65,Low Risk,2.2711864406779663,62.5,Moderate
1705,60,Low Risk,4811.3,50,Low Risk,2.45,55.0,Moderate
1706,50,Medium Risk,6378.0625,50,Low Risk,2.607142857142857,50.0,Moderate
1707,60,Low Risk,5682.0,65,Low Risk,2.2586206896551726,62.5,Moderate
1708,50,Low Risk,5239.9,50,Low Risk,2.830508474576271,50.0,Moderate
1709,60,Low Risk,7244.2692307692305,50,Low Risk,1.9,55.0,Moderate
1710,50,Low Risk,6053.421052631579,50,Low Risk,2.1333333333333333,50.0,Moderate
1711,50,Low Risk,6148.529411764706,65,Low Risk,2.0714285714285716,57.5,Moderate
1712,50,Low Risk,5144.909090909091,75,Low Risk,2.3529411764705883,62.5,Moderate
1713,60,Medium Risk,5482.318181818182,50,Low Risk,2.4727272727272727,55.0,Moderate
1714,50,Low Risk,7151.185185185185,50,Low Risk,2.0,50.0,Moderate
1715,50,Low Risk,6031.3,65,Low Risk,2.4035087719298245,57.5,Moderate
1716,60,Low Risk,6189.384615384615,50,Low Risk,2.375,55.0,Moderate
1717,60,Low Risk,5928.954545454545,50,Low Risk,2.196078431372549,55.0,Moderate
1718,60,Low Risk,5431.15,90,Low Risk,2.4642857142857144,75.0,Hypersensitive
1719,50,Medium Risk,5594.08,90,Low Risk,2.372549019607843,70.0,Hypersensitive
1720,60,Low Risk,7204.954545454545,55,Low Risk,2.7761194029850746,57.5,Moderate
1721,60,Medium Risk,6202.0,90,Low Risk,2.75,75.0,Hypersensitive
1722,60,Low Risk,6722.416666666667,75,Low Risk,2.8833333333333333,67.5,Moderate
1723,50,Low Risk,5209.36,75,Low Risk,2.2448979591836733,62.5,Moderate
1724,60,Low Risk,5934.354838709677,60,Low Risk,2.0555555555555554,60.0,Moderate
1725,60,Medium Risk,6062.470588235294,50,Low Risk,2.652173913043478,55.0,Moderate
1726,60,Low Risk,6073.928571428572,90,Low Risk,2.88,75.0,Hypersensitive
1727,50,Low Risk,4930.857142857143,50,Low Risk,2.452830188679245,50.0,Moderate
1728,60,Low Risk,5754.388888888889,90,Low Risk,2.403225806451613,75.0,Hypersensitive
1729,60,Low Risk,5318.5625,50,Low Risk,2.482142857142857,55.0,Moderate
1730,60,Low Risk,6342.5,75,Low Risk,2.5483870967741935,67.5,Moderate
1731,50,Low Risk,5431.95652173913,75,Low Risk,2.327272727272727,62.5,Moderate
1732,50,Low Risk,6264.866666666667,55,Low Risk,2.2280701754385963,52.5,Moderate
1733,80,Low Risk,6859.227272727273,65,Low Risk,1.9189189189189189,72.5,Hypersensitive
1734,60,Medium Risk,6175.086956521739,50,Low Risk,3.0140845070422535,55.0,Moderate
1735,50,Low Risk,7385.2,50,Low Risk,2.466666666666667,50.0,Moderate
1736,60,Low Risk,7866.809523809524,65,Low Risk,1.9807692307692308,62.5,Moderate
1737,70,Low Risk,5711.166666666667,50,Low Risk,2.272727272727273,60.0,Moderate
1738,60,Low Risk,6792.5,75,Low Risk,2.3666666666666667,67.5,Moderate
1739,50,Low Risk,6399.5,55,Low Risk,2.2363636363636363,52.5,Moderate
1740,60,Medium Risk,8182.35,50,Low Risk,2.58,55.0,Moderate
1741,60,Low Risk,5683.833333333333,65,Low Risk,2.4166666666666665,62.5,Moderate
1742,60,Medium Risk,5515.736842105263,65,Low Risk,2.3157894736842106,62.5,Moderate
1743,50,Low Risk,6320.7037037037035,65,Low Risk,2.7761194029850746,57.5,Moderate
1744,50,Low Risk,5393.333333333333,50,Low Risk,2.3076923076923075,50.0,Moderate
1745,60,Low Risk,6334.434782608696,50,Low Risk,2.0,55.0,Moderate
1746,50,Medium Risk,5769.458333333333,75,Low Risk,2.803030303030303,62.5,Moderate
1747,60,Medium Risk,6141.4375,50,Low Risk,2.25,55.0,Moderate
1748,50,Low Risk,5805.882352941177,90,Low Risk,2.6153846153846154,70.0,Hypersensitive
1749,60,Low Risk,7243.913043478261,65,Low Risk,2.4655172413793105,62.5,Moderate
1750,50,Low Risk,5344.4375,50,Low Risk,2.456140350877193,50.0,Moderate
1751,60,Medium Risk,7581.045454545455,50,Low Risk,2.1041666666666665,55.0,Moderate
1752,50,Low Risk,8500.388888888889,75,Low Risk,2.310344827586207,62.5,Moderate
1753,50,Medium Risk,5488.25,50,Low Risk,2.5357142857142856,50.0,Moderate
1754,60,Low Risk,5531.777777777777,75,Low Risk,2.642857142857143,67.5,Moderate
1755,50,Low Risk,5533.387096774193,75,Low Risk,2.642857142857143,62.5,Moderate
1756,50,Low Risk,5789.5,60,Low Risk,2.326923076923077,55.0,Moderate
1757,50,Low Risk,7008.0,90,Low Risk,2.0208333333333335,70.0,Hypersensitive
1758,60,Low Risk,5622.5,75,Low Risk,2.0545454545454547,67.5,Moderate
1759,60,Low Risk,8845.791666666666,65,Low Risk,2.0217391304347827,62.5,Moderate
1760,60,Low Risk,5192.55,65,Low Risk,2.639344262295082,62.5,Moderate
1761,70,Low Risk,7098.275862068966,60,Low Risk,2.6323529411764706,65.0,Moderate
1762,70,Low Risk,8010.380952380952,65,Low Risk,2.9178082191780823,67.5,Moderate
1763,60,Medium Risk,5878.708333333333,75,Low Risk,2.1372549019607843,67.5,Moderate
1764,50,Low Risk,5436.85,50,Low Risk,2.1607142857142856,50.0,Moderate
1765,60,Low Risk,7161.090909090909,75,Low Risk,2.3793103448275863,67.5,Moderate
1766,50,Low Risk,5973.739130434783,75,Low Risk,2.811320754716981,62.5,Moderate
1767,60,Low Risk,5869.529411764706,65,Low Risk,1.98,62.5,Moderate
1768,60,Low Risk,6029.8,75,Low Risk,2.492063492063492,67.5,Moderate
1769,60,Low Risk,5334.083333333333,50,Low Risk,2.066666666666667,55.0,Moderate
1770,60,Medium Risk,5074.782608695652,75,Low Risk,3.0,67.5,Moderate
1771,60,Medium Risk,6030.857142857143,65,Low Risk,2.239130434782609,62.5,Moderate
1772,60,Low Risk,5402.291666666667,60,Low Risk,2.183673469387755,60.0,Moderate
1773,60,Low Risk,9362.052631578947,75,Low Risk,2.685185185185185,67.5,Moderate
1774,60,Low Risk,6149.208333333333,50,Low Risk,2.1454545454545455,55.0,Moderate
1775,50,Low Risk,6407.692307692308,65,Low Risk,3.1,57.5,Moderate
1776,60,Low Risk,5381.692307692308,75,Low Risk,2.1956521739130435,67.5,Moderate
1777,60,Low Risk,5560.818181818182,75,Low Risk,2.4833333333333334,67.5,Moderate
1778,50,Low Risk,5997.827586206897,65,Low Risk,2.719298245614035,57.5,Moderate
1779,50,Low Risk,5066.166666666667,90,Low Risk,2.564516129032258,70.0,Hypersensitive
1780,50,Medium Risk,5538.266666666666,55,Low Risk,1.7826086956521738,52.5,Moderate
1781,50,Low Risk,5283.666666666667,60,Low Risk,2.127659574468085,55.0,Moderate
1782,60,Low Risk,6997.4,75,Low Risk,2.2363636363636363,67.5,Moderate
1783,60,Low Risk,5823.565217391304,50,Low Risk,2.433333333333333,55.0,Moderate
1784,50,Low Risk,5386.588235294118,50,Low Risk,2.559322033898305,50.0,Moderate
1785,60,Low Risk,5749.76,50,Low Risk,2.46875,55.0,Moderate
1786,60,Low Risk,6259.857142857143,50,Low Risk,2.3541666666666665,55.0,Moderate
1787,50,Low Risk,6056.0,50,Low Risk,2.480769230769231,50.0,Moderate
1788,50,Low Risk,7993.8421052631575,65,Low Risk,2.617021276595745,57.5,Moderate
1789,50,Low Risk,5802.107142857143,75,Low Risk,2.3333333333333335,62.5,Moderate
1790,50,Low Risk,6181.5,90,Low Risk,2.7796610169491527,70.0,Hypersensitive
1791,50,Medium Risk,4900.952380952381,50,Low Risk,2.5901639344262297,50.0,Moderate
1792,70,Low Risk,5552.4,75,Low Risk,2.090909090909091,72.5,Hypersensitive
1793,60,Low Risk,7158.153846153846,65,Low Risk,2.210526315789474,62.5,Moderate
1794,10,Low Risk,6576.208333333333,75,Low Risk,2.061224489795918,42.5,Moderate
1795,60,Medium Risk,8505.652173913044,90,Low Risk,2.9240506329113924,75.0,Hypersensitive
1796,10,Low Risk,7224.166666666667,90,Low Risk,2.5396825396825395,50.0,Moderate
1797,60,Medium Risk,6512.241379310345,50,Low Risk,2.4375,55.0,Moderate
1798,60,Low Risk,5908.266666666666,90,Low Risk,2.9206349206349205,75.0,Hypersensitive
1799,50,Low Risk,5594.7692307692305,90,Low Risk,2.8676470588235294,70.0,Hypersensitive
1800,60,Low Risk,7460.380952380952,75,Low Risk,2.4893617021276597,67.5,Moderate
1801,50,Low Risk,3779.5833333333335,60,Low Risk,2.176470588235294,55.0,Moderate
1802,50,Low Risk,6063.041666666667,75,Low Risk,2.625,62.5,Moderate
1803,50,Low Risk,6842.333333333333,65,Low Risk,2.4210526315789473,57.5,Moderate
1804,50,Low Risk,4941.571428571428,75,Low Risk,2.6323529411764706,62.5,Moderate
1805,60,Low Risk,5234.55,60,Low Risk,2.1923076923076925,60.0,Moderate
1806,60,Medium Risk,6529.035714285715,65,Low Risk,2.0434782608695654,62.5,Moderate
1807,50,Low Risk,7860.454545454545,50,Low Risk,1.9285714285714286,50.0,Moderate
1808,60,Low Risk,5630.708333333333,75,Low Risk,1.7804878048780488,67.5,Moderate
1809,60,Low Risk,5569.55,75,Low Risk,2.173076923076923,67.5,Moderate
1810,50,Low Risk,6197.2692307692305,60,Low Risk,2.2,55.0,Moderate
1811,60,Low Risk,5263.4,50,Low Risk,2.7419354838709675,55.0,Moderate
1812,50,Low Risk,6048.0,65,Low Risk,2.3529411764705883,57.5,Moderate
1813,70,Low Risk,5624.952380952381,50,Low Risk,2.1923076923076925,60.0,Moderate
1814,60,Low Risk,5787.8421052631575,50,Low Risk,1.7435897435897436,55.0,Moderate
1815,60,Low Risk,6090.129032258064,75,Low Risk,2.163265306122449,67.5,Moderate
1816,60,Low Risk,7461.444444444444,90,Low Risk,2.260869565217391,75.0,Hypersensitive
1817,50,Low Risk,7329.0,60,Low Risk,2.625,55.0,Moderate
1818,20,Low Risk,5408.9,50,Low Risk,2.5,35.0,Standard
1819,50,Low Risk,5823.428571428572,90,Low Risk,2.0555555555555554,70.0,Hypersensitive
1820,50,Low Risk,6357.380952380952,65,Low Risk,2.4814814814814814,57.5,Moderate
1821,50,Low Risk,5042.764705882353,75,Low Risk,2.375,62.5,Moderate
1822,60,Low Risk,5138.130434782609,50,Low Risk,2.2884615384615383,55.0,Moderate
1823,50,Low Risk,6060.722222222223,90,Low Risk,2.75,70.0,Hypersensitive
1824,60,Medium Risk,5196.478260869565,50,Low Risk,2.707692307692308,55.0,Moderate
1825,50,Medium Risk,6656.96,65,Low Risk,2.5454545454545454,57.5,Moderate
1826,60,Low Risk,6227.9473684210525,65,Low Risk,2.42,62.5,Moderate
1827,60,Low Risk,4751.709677419355,50,Low Risk,2.462962962962963,55.0,Moderate
1828,50,Low Risk,8030.9047619047615,50,Low Risk,2.542372881355932,50.0,Moderate
1829,50,Low Risk,6045.1,65,Low Risk,2.2280701754385963,57.5,Moderate
1830,50,Low Risk,6770.681818181818,50,Low Risk,2.586206896551724,50.0,Moderate
1831,80,Low Risk,5323.733333333334,75,Low Risk,2.546875,77.5,Hypersensitive
1832,50,Medium Risk,7149.888888888889,55,Low Risk,2.5,52.5,Moderate
1833,60,Medium Risk,5127.315789473684,75,Low Risk,2.259259259259259,67.5,Moderate
1834,50,Low Risk,5456.047619047619,90,Low Risk,2.3859649122807016,70.0,Hypersensitive
1835,60,Low Risk,6674.375,90,Low Risk,2.2615384615384615,75.0,Hypersensitive
1836,70,Low Risk,8348.76923076923,50,Low Risk,2.3469387755102042,60.0,Moderate
1837,50,Low Risk,6467.954545454545,50,Low Risk,2.6307692307692307,50.0,Moderate
1838,60,Low Risk,4694.894736842105,60,Low Risk,2.245614035087719,60.0,Moderate
1839,50,Low Risk,8585.944444444445,50,Low Risk,2.7049180327868854,50.0,Moderate
1840,50,Low Risk,7860.684210526316,60,Low Risk,2.4,55.0,Moderate
1841,60,Low Risk,7299.64705882353,90,Low Risk,2.046511627906977,75.0,Hypersensitive
1842,60,Low Risk,4102.692307692308,50,Low Risk,3.0285714285714285,55.0,Moderate
1843,60,Low Risk,5932.0,90,Low Risk,2.1372549019607843,75.0,Hypersensitive
1844,60,Low Risk,8097.142857142857,75,Low Risk,2.540983606557377,67.5,Moderate
1845,60,Low Risk,5318.583333333333,65,Low Risk,2.901639344262295,62.5,Moderate
1846,60,Medium Risk,7220.333333333333,90,Low Risk,2.1666666666666665,75.0,Hypersensitive
1847,50,Low Risk,5140.0952380952385,75,Low Risk,2.2037037037037037,62.5,Moderate
1848,60,Medium Risk,5661.416666666667,65,Low Risk,2.3333333333333335,62.5,Moderate
1849,70,Low Risk,5973.368421052632,65,Low Risk,3.0793650793650795,67.5,Moderate
1850,60,Medium Risk,5791.588235294118,75,Low Risk,2.842857142857143,67.5,Moderate
1851,50,Low Risk,6391.818181818182,50,Low Risk,2.2545454545454544,50.0,Moderate
1852,60,Medium Risk,6032.35294117647,50,Low Risk,2.4545454545454546,55.0,Moderate
1853,60,Low Risk,8382.478260869566,75,Low Risk,2.358490566037736,67.5,Moderate
1854,60,Low Risk,5839.9047619047615,65,Low Risk,2.6271186440677967,62.5,Moderate
1855,50,Low Risk,5380.368421052632,60,Low Risk,2.2857142857142856,55.0,Moderate
1856,50,Low Risk,7122.75,50,Low Risk,2.4047619047619047,50.0,Moderate
1857,60,Low Risk,7046.95652173913,50,Low Risk,2.435483870967742,55.0,Moderate
1858,10,Low Risk,5854.722222222223,50,Low Risk,2.611940298507463,30.0,Standard
1859,60,Low Risk,5237.277777777777,75,Low Risk,2.593220338983051,67.5,Moderate
1860,50,Low Risk,7607.375,100,Low Risk,2.339622641509434,75.0,Hypersensitive
1861,60,Medium Risk,4024.0625,65,Low Risk,2.142857142857143,62.5,Moderate
1862,50,Low Risk,5115.166666666667,65,Low Risk,1.9795918367346939,57.5,Moderate
1863,60,Medium Risk,4932.421052631579,75,Low Risk,2.28,67.5,Moderate
1864,50,Low Risk,7922.45,90,Low Risk,2.7567567567567566,70.0,Hypersensitive
1865,60,Low Risk,6211.625,65,Low Risk,2.8253968253968256,62.5,Moderate
1866,50,Low Risk,6353.0,50,Low Risk,2.2142857142857144,50.0,Moderate
1867,50,Low Risk,5755.9047619047615,50,Low Risk,2.696969696969697,50.0,Moderate
1868,60,Low Risk,5859.142857142857,75,Low Risk,2.6307692307692307,67.5,Moderate
1869,60,Low Risk,5796.739130434783,90,Low Risk,2.186046511627907,75.0,Hypersensitive
1870,50,Low Risk,7376.68,65,Low Risk,2.5254237288135593,57.5,Moderate
1871,70,Low Risk,6885.666666666667,65,Low Risk,2.3962264150943398,67.5,Moderate
1872,50,Low Risk,6666.0,50,Low Risk,2.1875,50.0,Moderate
1873,50,Low Risk,5747.130434782609,90,Low Risk,2.3220338983050848,70.0,Hypersensitive
1874,50,Medium Risk,4702.571428571428,50,Low Risk,2.578125,50.0,Moderate
1875,60,Medium Risk,5066.85,65,Low Risk,2.130434782608696,62.5,Moderate
1876,60,Low Risk,9456.76923076923,65,Low Risk,2.4262295081967213,62.5,Moderate
1877,50,Low Risk,5457.923076923077,50,Low Risk,2.2222222222222223,50.0,Moderate
1878,60,Low Risk,5689.428571428572,50,Low Risk,2.532258064516129,55.0,Moderate
1879,60,Low Risk,5288.666666666667,50,Low Risk,2.6607142857142856,55.0,Moderate
1880,60,Low Risk,4014.5,90,Low Risk,2.890625,75.0,Hypersensitive
1881,60,Low Risk,6077.523809523809,65,Low Risk,2.341463414634146,62.5,Moderate
1882,60,Low Risk,7115.592592592592,65,Low Risk,2.425925925925926,62.5,Moderate
1883,60,Low Risk,6156.8,50,Low Risk,2.4210526315789473,55.0,Moderate
1884,50,Low Risk,5423.2,50,Low Risk,2.7246376811594204,50.0,Moderate
1885,50,Medium Risk,5263.259259259259,75,Low Risk,2.4915254237288136,62.5,Moderate
1886,60,Low Risk,8663.1,55,Low Risk,2.130434782608696,57.5,Moderate
1887,50,Low Risk,6390.882352941177,65,Low Risk,2.1132075471698113,57.5,Moderate
1888,60,Low Risk,5482.0,50,Low Risk,2.535211267605634,55.0,Moderate
1889,60,Low Risk,4952.2,75,Low Risk,2.6865671641791047,67.5,Moderate
1890,50,Low Risk,7895.285714285715,50,Low Risk,2.418181818181818,50.0,Moderate
1891,60,Medium Risk,5593.619047619048,65,Low Risk,2.1186440677966103,62.5,Moderate
1892,60,Low Risk,11785.09090909091,65,Low Risk,2.1923076923076925,62.5,Moderate
1893,60,Low Risk,7002.3125,50,Low Risk,2.192982456140351,55.0,Moderate
1894,50,Low Risk,5744.714285714285,90,Low Risk,2.3962264150943398,70.0,Hypersensitive
1895,50,Low Risk,5114.107142857143,50,Low Risk,2.945945945945946,50.0,Moderate
1896,50,Low Risk,5925.473684210527,55,Low Risk,2.6865671641791047,52.5,Moderate
1897,60,Low Risk,7314.923076923077,65,Low Risk,2.2452830188679247,62.5,Moderate
1898,50,Medium Risk,6114.8,50,Low Risk,2.5833333333333335,50.0,Moderate
1899,50,Medium Risk,5400.818181818182,65,Low Risk,2.608108108108108,57.5,Moderate
1900,50,Low Risk,7033.695652173913,65,Low Risk,2.5762711864406778,57.5,Moderate
1901,60,Low Risk,4801.388888888889,65,Low Risk,2.453125,62.5,Moderate
1902,50,Low Risk,7254.176470588235,65,Low Risk,2.459016393442623,57.5,Moderate
1903,60,Medium Risk,5128.88,50,Low Risk,2.3220338983050848,55.0,Moderate
1904,60,Low Risk,6977.227272727273,50,Low Risk,2.5714285714285716,55.0,Moderate
1905,50,Low Risk,7388.5,65,Low Risk,1.9148936170212767,57.5,Moderate
1906,60,Low Risk,8459.764705882353,65,Low Risk,2.5737704918032787,62.5,Moderate
1907,60,Low Risk,5628.178571428572,50,Low Risk,1.9387755102040816,55.0,Moderate
1908,50,Medium Risk,6717.9375,50,Low Risk,2.4150943396226414,50.0,Moderate
1909,60,Low Risk,6657.888888888889,50,Low Risk,2.1320754716981134,55.0,Moderate
1910,50,Medium Risk,3878.95,65,Low Risk,2.4,57.5,Moderate
1911,60,Low Risk,6825.35,65,Low Risk,2.0434782608695654,62.5,Moderate
1912,60,Medium Risk,4603.5,75,Low Risk,2.5714285714285716,67.5,Moderate
1913,50,Low Risk,6297.814814814815,65,Low Risk,2.425925925925926,57.5,Moderate
1914,50,Low Risk,5133.0,50,Low Risk,2.5344827586206895,50.0,Moderate
1915,60,Low Risk,6157.2,65,Low Risk,2.4285714285714284,62.5,Moderate
1916,50,Low Risk,6602.5,50,Low Risk,2.280701754385965,50.0,Moderate
1917,50,Low Risk,6581.32,65,Low Risk,2.1132075471698113,57.5,Moderate
1918,60,Low Risk,5818.379310344828,50,Low Risk,2.0,55.0,Moderate
1919,60,Low Risk,4528.166666666667,90,Low Risk,2.7868852459016393,75.0,Hypersensitive
1920,50,Medium Risk,8158.086956521739,50,Low Risk,3.246153846153846,50.0,Moderate
1921,60,Low Risk,8226.16,75,Low Risk,2.5964912280701755,67.5,Moderate
1922,80,Low Risk,5794.642857142857,90,Low Risk,2.152173913043478,85.0,Hypersensitive
1923,60,Low Risk,5491.807692307692,55,Medium Risk,2.45,57.5,Moderate
1924,60,Low Risk,5606.08,90,Low Risk,2.240740740740741,75.0,Hypersensitive
1925,10,Low Risk,5449.055555555556,90,Low Risk,2.413793103448276,50.0,Moderate
1926,60,Medium Risk,4435.578947368421,50,Low Risk,2.103448275862069,55.0,Moderate
1927,50,Low Risk,6614.95,60,Low Risk,2.507936507936508,55.0,Moderate
1928,60,Low Risk,4631.5,90,Low Risk,2.492063492063492,75.0,Hypersensitive
1929,50,Low Risk,5803.869565217391,50,Low Risk,2.3768115942028984,50.0,Moderate
1930,60,Low Risk,7336.476190476191,50,Low Risk,2.310344827586207,55.0,Moderate
1931,60,Low Risk,5770.777777777777,90,Low Risk,2.6724137931034484,75.0,Hypersensitive
1932,50,Low Risk,4548.666666666667,90,Low Risk,2.4310344827586206,70.0,Hypersensitive
1933,50,Low Risk,6991.75,50,Low Risk,2.5,50.0,Moderate
1934,50,Medium Risk,7444.363636363636,75,Low Risk,2.2264150943396226,62.5,Moderate
1935,50,Low Risk,6488.0,75,Low Risk,2.606060606060606,62.5,Moderate
1936,60,Low Risk,6217.727272727273,65,Low Risk,2.3207547169811322,62.5,Moderate
1937,60,Medium Risk,5440.954545454545,60,Low Risk,2.1578947368421053,60.0,Moderate
1938,60,Low Risk,5695.923076923077,50,Low Risk,2.176470588235294,55.0,Moderate
1939,60,Medium Risk,6403.5,50,Low Risk,2.4166666666666665,55.0,Moderate
1940,50,Low Risk,7944.227272727273,50,Low Risk,2.857142857142857,50.0,Moderate
1941,50,Medium Risk,8308.333333333334,90,Low Risk,2.482142857142857,70.0,Hypersensitive
1942,50,Low Risk,7254.608695652174,50,Low Risk,2.7288135593220337,50.0,Moderate
1943,60,Low Risk,7238.4,75,Low Risk,2.4423076923076925,67.5,Moderate
1944,50,Low Risk,5365.0,75,Low Risk,2.4047619047619047,62.5,Moderate
1945,60,Medium Risk,6679.1578947368425,65,Low Risk,2.1372549019607843,62.5,Moderate
1946,60,Medium Risk,5029.555555555556,50,Low Risk,2.986666666666667,55.0,Moderate
1947,50,Low Risk,9085.458333333334,55,Low Risk,2.021276595744681,52.5,Moderate
1948,50,Low Risk,9597.95652173913,50,Low Risk,2.703125,50.0,Moderate
1949,60,Low Risk,5579.3,65,Low Risk,2.2542372881355934,62.5,Moderate
1950,60,Low Risk,6400.227272727273,50,Low Risk,2.019230769230769,55.0,Moderate
1951,50,Low Risk,5335.136363636364,50,Low Risk,2.4583333333333335,50.0,Moderate
1952,60,Low Risk,5420.529411764706,65,Low Risk,2.710144927536232,62.5,Moderate
1953,50,Low Risk,6198.0,50,Low Risk,2.6037735849056602,50.0,Moderate
1954,60,Low Risk,6435.37037037037,50,Low Risk,2.207547169811321,55.0,Moderate
1955,50,Low Risk,6712.555555555556,50,Low Risk,1.9772727272727273,50.0,Moderate
1956,60,Medium Risk,7327.12,65,Low Risk,2.425531914893617,62.5,Moderate
1957,10,Low Risk,6025.952380952381,50,Low Risk,2.3448275862068964,30.0,Standard
1958,60,Medium Risk,5910.125,75,Low Risk,2.6666666666666665,67.5,Moderate
1959,10,Low Risk,6354.105263157895,90,Low Risk,2.389830508474576,50.0,Moderate
1960,60,Low Risk,23974.36842105263,65,Low Risk,2.5172413793103448,62.5,Moderate
1961,50,Medium Risk,7436.15,65,Low Risk,2.7333333333333334,57.5,Moderate
1962,50,Low Risk,4744.176470588235,65,Low Risk,2.1228070175438596,57.5,Moderate
1963,50,Low Risk,6159.875,65,Low Risk,2.150943396226415,57.5,Moderate
1964,60,Low Risk,6040.666666666667,65,Low Risk,2.272727272727273,62.5,Moderate
1965,50,Medium Risk,5746.529411764706,75,Low Risk,2.5,62.5,Moderate
1966,60,Low Risk,5153.166666666667,65,Low Risk,2.2264150943396226,62.5,Moderate
1967,60,Low Risk,7622.6,50,Low Risk,2.406779661016949,55.0,Moderate
1968,60,Low Risk,6616.192307692308,75,Low Risk,2.5084745762711864,67.5,Moderate
1969,60,Low Risk,6006.16,65,Low Risk,2.4150943396226414,62.5,Moderate
1970,60,Low Risk,5418.375,90,Low Risk,2.2884615384615383,75.0,Hypersensitive
1971,60,Low Risk,6452.083333333333,75,Low Risk,2.559322033898305,67.5,Moderate
1972,60,Low Risk,6667.857142857143,65,Low Risk,2.3157894736842106,62.5,Moderate
1973,60,Low Risk,5368.473684210527,75,Low Risk,2.716666666666667,67.5,Moderate
1974,50,Low Risk,5606.259259259259,75,Low Risk,2.63768115942029,62.5,Moderate
1975,50,Low Risk,5847.272727272727,65,Low Risk,2.280701754385965,57.5,Moderate
1976,60,Low Risk,7465.4,65,Low Risk,2.5918367346938775,62.5,Moderate
1977,60,Low Risk,8490.823529411764,50,Low Risk,2.2131147540983607,55.0,Moderate
1978,50,Low Risk,6441.461538461538,50,Low Risk,2.122448979591837,50.0,Moderate
1979,60,Low Risk,8065.0952380952385,65,Low Risk,2.622950819672131,62.5,Moderate
1980,60,Medium Risk,6329.0,50,Low Risk,2.2857142857142856,55.0,Moderate
1981,50,Low Risk,6951.818181818182,65,Low Risk,2.2711864406779663,57.5,Moderate
1982,60,Low Risk,7021.521739130435,65,Low Risk,2.2962962962962963,62.5,Moderate
1983,60,Low Risk,6150.333333333333,50,Low Risk,2.5,55.0,Moderate
1984,50,Low Risk,5991.555555555556,65,Low Risk,2.5535714285714284,57.5,Moderate
1985,10,Low Risk,6698.777777777777,65,Low Risk,2.456140350877193,37.5,Standard
1986,60,Low Risk,5312.333333333333,75,Low Risk,2.3666666666666667,67.5,Moderate
1987,50,Low Risk,5585.820512820513,90,Low Risk,2.278688524590164,70.0,Hypersensitive
1988,60,Low Risk,6513.173913043478,65,Low Risk,2.596774193548387,62.5,Moderate
1989,60,Low Risk,7268.7037037037035,65,Low Risk,2.0,62.5,Moderate
1990,60,Low Risk,6728.8421052631575,75,Low Risk,2.274193548387097,67.5,Moderate
1991,60,Low Risk,7279.35,50,Low Risk,1.9583333333333333,55.0,Moderate
1992,60,Medium Risk,6249.2307692307695,75,Low Risk,2.537037037037037,67.5,Moderate
1993,60,Low Risk,5700.5,65,Low Risk,2.169491525423729,62.5,Moderate
1994,50,Low Risk,6658.727272727273,50,Low Risk,1.8541666666666667,50.0,Moderate
1995,70,Medium Risk,6533.105263157895,50,Low Risk,1.9583333333333333,60.0,Moderate
1996,50,Low Risk,6185.263157894737,60,Low Risk,2.6944444444444446,55.0,Moderate
1997,50,Low Risk,5509.066666666667,65,Low Risk,3.0547945205479454,57.5,Moderate
1998,50,Low Risk,4938.294117647059,75,Low Risk,2.2325581395348837,62.5,Moderate
1999,60,Medium Risk,6177.277777777777,60,Low Risk,2.3559322033898304,60.0,Moderate
2000,50,Low Risk,7189.833333333333,65,Low Risk,2.1607142857142856,57.5,Moderate
2001,50,Low Risk,6775.823529411765,65,Low Risk,2.2641509433962264,57.5,Moderate
